nl,sql,db_sql,db_result,table_id,schema_change_type
2回以上敗れた各対戦相手について、平均観客動員数が2万人を超える場合は「高観客数」、それ以外は「通常観客数」と分類してください。対戦相手とその観客カテゴリーを、対戦相手名のZからAの順で表示してください。,"
SELECT `Opponent`, CASE WHEN AVG(`Attendance`) > 20000 THEN `High Crowd` ELSE `Normal Crowd` END AS `Crowd Category` FROM `table_1_10392906_2` WHERE `Final score` LIKE `L %` GROUP BY `Opponent` HAVING COUNT(`Opponent`) > 1 ORDER BY `Opponent` DESC;
","
SELECT REPLACE(col3, 'at ', '') col3, CASE WHEN AVG(col7) > 20000 THEN 'High Crowd' ELSE 'Normal Crowd' END `Crowd Category` FROM `table_1_10392906_2` GROUP BY REPLACE(col3, 'at ', '') HAVING COUNT(*) > 1 ORDER BY col3 DESC;
","[('rhein fire', 'Normal Crowd'), ('hamburg sea devils', 'Normal Crowd'), ('frankfurt galaxy', 'High Crowd'), ('cologne centurions', 'Normal Crowd')]",table_1_10392906_2,
2回以上敗れた各対戦相手について、平均観客動員数が2万人を超える場合は「高観客数」、それ以外は「通常観客数」と分類してください。対戦相手とその観客カテゴリーを、対戦相手名のZからAの順で表示してください。,unanswerable,unanswerable,,m_1765006713533_9acc6a37_10392906-2,
ネットワーク名が'R'で始まる地域または国を、アルファベットの逆順で5つ挙げてください。,"
SELECT `Region/country` FROM table_1_1053802_1 WHERE `Network` LIKE 'R%' GROUP BY `Region/country` HAVING COUNT(*) > 0 ORDER BY `Region/country` DESC LIMIT 5;
","
SELECT col0 FROM table_1_1053802_1 WHERE col2 LIKE 'R%' GROUP BY col0 HAVING COUNT(*) > 0 ORDER BY col0 DESC LIMIT 5;
","[('ireland',), ('germany',), ('brazil',)]",table_1_1053802_1,
ネットワーク名が'R'で始まる地域または国を、アルファベットの逆順で5つ挙げてください。,"
SELECT `region_country` FROM `table_m_1765006813237_02e49555_1053802_1` WHERE `Network` LIKE 'R%' GROUP BY `region_country` HAVING COUNT(*) > 0 ORDER BY `region_country` DESC LIMIT 5;
","
SELECT col0 FROM `table_m_1765006813237_02e49555_1053802_1` WHERE col2 LIKE 'R%' GROUP BY col0 HAVING COUNT(*) > 0 ORDER BY col0 DESC LIMIT 5;
","[('Ireland',), ('Germany',), ('Brazil',)]",m_1765006813237_02e49555_1053802-1,
名前が'Jace'で始まる監督が担当し、かつ各シーズンの第1話ではないエピソードのタイトルを、最初の2つリストアップしてください。,"
SELECT `Title` FROM `table_1_10610087_3` WHERE `Directed by` LIKE 'Jace%' AND `No. in season` > 1 GROUP BY `Title` ORDER BY `No. in season` ASC LIMIT 2;
","
SELECT col2 FROM `table_1_10610087_3` WHERE col3 LIKE 'Jace%' AND col1 > 1 GROUP BY col2 ORDER BY col1 ASC LIMIT 2;
","[('""harmony""',), ('""shame""',)]",table_1_10610087_3,
名前が'Jace'で始まる監督が担当し、かつ各シーズンの第1話ではないエピソードのタイトルを、最初の2つリストアップしてください。,unanswerable,unanswerable,,m_1765006873259_a4505912_10610087-3,
では、PQ（ケベック党）が過半数政権を獲得した年と、その時の得票率を教えてください。時系列順でお願いします。,"
SELECT
  `General election`,
  `% of popular vote`
FROM table_1_106367_2
WHERE
  `Result` LIKE 'PQ majority'
ORDER BY
  `General election`;
","
SELECT
  col0,
  col3
FROM table_1_106367_2
WHERE
  col4 LIKE 'PQ majority'
ORDER BY
  col0;
","[(1976.0, '41.37%'), (1981.0, '49.26%'), (1994.0, '44.75%'), (1998.0, '42.87%')]",table_1_106367_2,
では、PQ（ケベック党）が過半数政権を獲得した年と、その時の得票率を教えてください。時系列順でお願いします。,"
SELECT
  `General election`,
  `% of popular vote`
FROM `table_m_1765006884066_f79eb874_106367_2`
WHERE
  `Result` LIKE 'PQ majority'
ORDER BY
  `General election`;
","
SELECT
  col0,
  col3
FROM `table_m_1765006884066_f79eb874_106367_2`
WHERE
  col4 LIKE 'PQ majority'
ORDER BY
  col0;
","[(1976.0, '41.37%'), (1981.0, '49.26%'), (1994.0, '44.75%'), (1998.0, '42.87%')]",m_1765006884066_f79eb874_106367-2,
シーズン平均視聴率を上回ったCSIのエピソードについて、そのタイトル、監督、脚本家をリストアップしてください。視聴者数の多い順でお願いします。,"
SELECT `Title`, `U.S. viewers (millions)`, `Directed by`, `Written by`
FROM table_1_10718192_2
WHERE `U.S. viewers (millions)` > (SELECT AVG(REPLACE(`U.S. viewers (millions)`, ',', '')) FROM table_1_10718192_2)
ORDER BY `U.S. viewers (millions)` DESC;
","
SELECT col2, col6, col3, col4
FROM table_1_10718192_2
WHERE col6 > (SELECT AVG(REPLACE(col6, ',', '')) FROM table_1_10718192_2)
ORDER BY col6 DESC;
","[('""a little murder""', '30.81', 'tucker gates', 'ann donahue & naren shankar'), ('""revenge is best served cold""', '30.47', 'danny cannon', 'carol mendelsohn & anthony e. zuiker'), ('""fight night""', '29.94', 'richard j. lewis', 'andrew lipsitz & naren shankar'), ('""let the seller beware""', '29.90', 'richard j. lewis', 'andrew lipsitz & anthony e. zuiker'), ('""blood lust""', '29.74', 'charlie correll', 'josh berman & carol mendelsohn'), ('""abra-cadaver""', '28.95', 'danny cannon', 'danny cannon & anthony e. zuiker'), ('""crash and burn""', '28.60', 'richard j. lewis', 'josh berman'), ('""the accused is entitled""', '28.46', 'kenneth fink', 'elizabeth devine & ann donahue'), ('""lucky strike""', '27.95', 'kenneth fink', 'eli talbert & anthony e. zuiker'), ('""got murder?""', '27.87', 'kenneth fink', 'sarah goldfinger'), ('""the execution of catherine willows""', '27.86', 'kenneth fink', 'elizabeth devine & carol mendelsohn')]",table_1_10718192_2,
シーズン平均視聴率を上回ったCSIのエピソードについて、そのタイトル、監督、脚本家をリストアップしてください。視聴者数の多い順でお願いします。,"
SELECT `Title`, `u_s_viewers_millions`, `Directed by`, `Written by`
FROM `table_m_1765006917365_3783eaea_10718192_2`
WHERE `u_s_viewers_millions` > (SELECT AVG(REPLACE(`u_s_viewers_millions`, ',', '')) FROM `table_m_1765006917365_3783eaea_10718192_2`)
ORDER BY `u_s_viewers_millions` DESC;
","
SELECT col2, col6, col3, col4
FROM `table_m_1765006917365_3783eaea_10718192_2`
WHERE col6 > (SELECT AVG(REPLACE(col6, ',', '')) FROM `table_m_1765006917365_3783eaea_10718192_2`)
ORDER BY col6 DESC;
","[('""A Little Murder""', '30.81', 'Tucker Gates', 'Ann Donahue & Naren Shankar'), ('""Revenge Is Best Served Cold""', '30.47', 'Danny Cannon', 'Carol Mendelsohn & Anthony E. Zuiker'), ('""Fight Night""', '29.94', 'Richard J. Lewis', 'Andrew Lipsitz & Naren Shankar'), ('""Let the Seller Beware""', '29.90', 'Richard J. Lewis', 'Andrew Lipsitz & Anthony E. Zuiker'), ('""Blood Lust""', '29.74', 'Charlie Correll', 'Josh Berman & Carol Mendelsohn'), ('""Abra-Cadaver""', '28.95', 'Danny Cannon', 'Danny Cannon & Anthony E. Zuiker'), ('""Crash and Burn""', '28.60', 'Richard J. Lewis', 'Josh Berman'), ('""The Accused Is Entitled""', '28.46', 'Kenneth Fink', 'Elizabeth Devine & Ann Donahue'), ('""Lucky Strike""', '27.95', 'Kenneth Fink', 'Eli Talbert & Anthony E. Zuiker'), ('""Got Murder?""', '27.87', 'Kenneth Fink', 'Sarah Goldfinger'), ('""The Execution of Catherine Willows""', '27.86', 'Kenneth Fink', 'Elizabeth Devine & Carol Mendelsohn')]",m_1765006917365_3783eaea_10718192-2,
彼がGP2で勝利を挙げていた時期に、各チームで出走したレース数を、その勝利数と並べて表示してください。,"
SELECT `Team Name`, `Wins`, `Races`, `Series`
FROM table_1_10748727_1
WHERE `Series` LIKE 'GP2 Series'
AND `Wins` > 0
ORDER BY `Wins` DESC
LIMIT 5;
","
SELECT col2, col4, col3, col1
FROM table_1_10748727_1
WHERE col1 LIKE 'GP2 Series'
AND col4 > 0
ORDER BY col4 DESC
LIMIT 5;
","[('super nova racing', 1.0, 20.0, 'gp2 series'), ('isport international', 1.0, 24.0, 'gp2 series')]",table_1_10748727_1,
彼がGP2で勝利を挙げていた時期に、各チームで出走したレース数を、その勝利数と並べて表示してください。,"SELECT ""Team Name"", ""Wins"", ""Races"", ""Series""
FROM `table_m_1765006946282_b4341f17_10748727_1`
WHERE ""Series"" = 'GP2 Series'
  AND ""Wins"" > 0
ORDER BY ""Wins"" DESC
LIMIT 5;","SELECT ""Team Name"", ""Wins"", ""Races"", ""Series""
FROM `table_m_1765006946282_b4341f17_10748727_1`
WHERE ""Series"" = 'GP2 Series'
  AND ""Wins"" > 0
ORDER BY ""Wins"" DESC
LIMIT 5;",[],m_1765006946282_b4341f17_10748727-1,
確認ですが、'Premiere'の日付順に並べた'table_1_10942714_1'の'イングリッシュ title'と'HK viewers'の列のみでよろしいですね？全てのタイトル、全ての視聴者数を、漏れなくお願いします！,"
SELECT `English title`, `HK viewers` FROM table_1_10942714_1 ORDER BY `Premiere` ASC;
","
SELECT col1, col7 FROM table_1_10942714_1 ORDER BY col5 ASC;
","[('forensic heroes', '2.11 million'), ('men in pain', '2.03 million'), ('love guaranteed', '2.07 million'), ('la femme desperado', '2.14 million'), ('bar bender', '2.06 million'), ('the saviour of the soul', '2.07 million'), (""maiden's vow"", '2.05 million'), ('to grow with love', '2.04 million'), ('the dance of passion', '2.05 million')]",table_1_10942714_1,
確認ですが、'Premiere'の日付順に並べた'table_1_10942714_1'の'イングリッシュ title'と'HK viewers'の列のみでよろしいですね？全てのタイトル、全ての視聴者数を、漏れなくお願いします！,SELECT `English title (HK viewers)` FROM `table_m_1765007002624_6d3622dd_10942714_1` ORDER BY `Premiere` ASC;,SELECT col6 FROM `table_m_1765007002624_6d3622dd_10942714_1` ORDER BY col4 ASC;,"[('Forensic Heroes, 2.11 million',), ('Men in Pain, 2.03 million',), ('Love Guaranteed, 2.07 million',), ('La Femme Desperado, 2.14 million',), ('Bar Bender, 2.06 million',), ('The Saviour of the Soul, 2.07 million',), (""Maiden's Vow, 2.05 million"",), ('To Grow with Love, 2.04 million',), ('The Dance of Passion, 2.05 million',)]",m_1765007002624_6d3622dd_10942714-1,
Nancy Maloneが監督した、またはDarren Starが脚本を書いたエピソードのタイトルを全て表示してください。,"
SELECT `Title` FROM table_1_10953197_2 WHERE `Director` = 'Nancy Malone' UNION SELECT `Title` FROM table_1_10953197_2 WHERE `Writer(s)` LIKE '%Darren Star%';
","
SELECT col2 FROM table_1_10953197_2 WHERE col3 = 'Nancy Malone' UNION SELECT col2 FROM table_1_10953197_2 WHERE col4 LIKE '%Darren Star%';
","[('""married to it""',), ('""michael\'s game""',), ('""otherwise engaged""',), ('""revenge""',), ('""till death do us part (1)""',)]",table_1_10953197_2,
Nancy Maloneが監督した、またはDarren Starが脚本を書いたエピソードのタイトルを全て表示してください。,"
SELECT `Title` FROM `table_m_1765007009525_bdf7fb16_10953197_2` WHERE `Director` = 'Nancy Malone' UNION SELECT `Title` FROM `table_m_1765007009525_bdf7fb16_10953197_2` WHERE `Writer(s)` LIKE '%Darren Star%';
","
SELECT col2 FROM `table_m_1765007009525_bdf7fb16_10953197_2` WHERE col3 = 'Nancy Malone' UNION SELECT col2 FROM `table_m_1765007009525_bdf7fb16_10953197_2` WHERE col4 LIKE '%Darren Star%';
","[('""Married to It""',), ('""Michael\'s Game""',), ('""Much Ado About Everything""',), ('""No Bed of Roses""',), ('""Otherwise Engaged""',), ('""Revenge""',), ('""Strange Bedfellows""',), ('""Swept Away""',), ('""The Bitch is Back""',), ('""Till Death Do Us Part (1)""',)]",m_1765007009525_bdf7fb16_10953197-2,
各エピソードのタイトルと週間ランキングを表示し、週間ランキングが60位未満なら'Top Tier'、それ以外なら'Lower Tier'と分類してください。リストはエピソード順でお願いします。,"
SELECT `Episode`, `Weekly Rank`, CASE WHEN `Weekly Rank` < `60` THEN `Top Tier` ELSE `Lower Tier` END FROM `table_1_11178271_1` ORDER BY `#` ASC;
","SELECT col1, col7, CASE WHEN col7 < 60 THEN 'Top Tier' ELSE 'Lower Tier' END FROM `table_1_11178271_1` ORDER BY col0 ASC;","[('""a love of a lifetime""', 43.0, 'Top Tier'), ('""friendly skies""', 50.0, 'Top Tier'), ('""game three""', 61.0, 'Lower Tier'), ('""the year of the rabbit""', 67.0, 'Lower Tier'), ('""the legend of dylan mccleen""', 72.0, 'Lower Tier'), ('""keepers""', 71.0, 'Lower Tier'), ('""double down""', 80.0, 'Lower Tier'), ('""winterland""', 70.0, 'Lower Tier'), ('""emily""', 66.0, 'Lower Tier'), ('""blowback""', 68.0, 'Lower Tier'), ('""home by another way""', 62.0, 'Lower Tier'), ('""the hanged man""', 65.0, 'Lower Tier')]",table_1_11178271_1,
ゴールドポイントが60超、シルバーポイントが30超獲得できる最終順位をリストアップしてください。そのうち、プラチナポイントも170を超えるものには 'High Reward Position' というステータスを割り当ててください。リストは、授与されるプラチナポイントが少ない順に並べてください。,"
SELECT `Finishing position`, CASE WHEN `Points awarded (Platinum)` > 170 THEN `High Reward Position` END AS `Status` FROM `table_1_11254821_2` WHERE `Points awarded (Gold)` > 60 AND `Points awarded (Silver)` > 30 ORDER BY `Points awarded (Platinum)`;
","SELECT col0, CASE WHEN col1 > 170 THEN 'High Reward Position' END AS `Status` FROM `table_1_11254821_2` WHERE col2 > 60 AND col3 > 30 ORDER BY col1;","[('9th', None), ('8th', None), ('7th', None), ('6th', None), ('5th', None), ('4th', None), ('3rd', 'High Reward Position'), ('2nd', 'High Reward Position'), ('1st', 'High Reward Position')]",table_1_11254821_2,
数字の9を含むシーズンについて、バッティングパートナーと開催地を教えてください。フィールディングチームについては、相手がニュージーランドの場合は「Versus Kiwis」、サリー（イングランド）の場合は「Versus サリー (イングランド)」、それ以外の場合は「Other Opponent」と表示してください。,"
SELECT CASE WHEN `Fielding team` = `New Zealand` THEN `Versus Kiwis` WHEN `Fielding team` = `Surrey` THEN `Versus Surrey` ELSE `Other Opponent` END AS `Opponent Category`, `Batting partners`, `Venue` FROM `table_1_11303072_5` WHERE `Season` LIKE `%9%`;
","
SELECT CASE WHEN col4 = 'New Zealand' THEN 'Versus Kiwis' WHEN col4 = 'Surrey' THEN 'Versus Surrey' ELSE 'Other Opponent' END `Opponent Category`, col2, col5 FROM `table_1_11303072_5` WHERE col6 LIKE '%9%';
","[('Other Opponent', 'sachin tendulkar and rahul dravid', 'lal bahadur shastri stadium , hyderabad'), ('Other Opponent', 'tim curtis and tom moody', 'the oval , london'), ('Other Opponent', 'minhajul abedin and khaled mahmud', 'united bank limited sports complex , karachi'), ('Other Opponent', 'nigel llong and matthew fleming', 'south downs road , bowdon'), ('Other Opponent', 'shahid iqbal and haaris ayaz', 'united bank limited sports complex , karachi')]",table_1_11303072_5,
数字の9を含むシーズンについて、バッティングパートナーと開催地を教えてください。フィールディングチームについては、相手がニュージーランドの場合は「Versus Kiwis」、サリー（イングランド）の場合は「Versus サリー (イングランド)」、それ以外の場合は「Other Opponent」と表示してください。,"SELECT
  CASE
    WHEN `Fielding team` = 'New Zealand' THEN 'Versus Kiwis'
    WHEN `Fielding team` = 'Surrey' THEN 'Versus Surrey'
    ELSE 'Other Opponent'
  END AS `Opponent Category`,
  CONCAT(`Batting_partner_1`, ' & ', `Batting_partner_2`) AS `Batting partners`,
  `Venue`
FROM `table_m_1765007290682_83d21946_11303072_5`
WHERE `Season` LIKE '%9%';","SELECT
  CASE
    WHEN col3 = 'New Zealand' THEN 'Versus Kiwis'
    WHEN col3 = 'Surrey' THEN 'Versus Surrey'
    ELSE 'Other Opponent'
  END AS `Opponent Category`,
  CONCAT(col6, ' & ', col7) AS `Batting partners`,
  col4
FROM `table_m_1765007290682_83d21946_11303072_5`
WHERE col5 LIKE '%9%';","[('Versus Kiwis', 'Sachin Tendulkar & Rahul Dravid', 'Lal Bahadur Shastri Stadium , Hyderabad'), ('Versus Surrey', 'Sachin Tendulkar & Rahul Dravid', 'The Oval , London'), ('Other Opponent', 'Ghulam Ali & Rahul Dravid', 'United Bank Limited Sports Complex , Karachi'), ('Other Opponent', 'Ghulam Ali & Rahul Dravid', 'South Downs Road , Bowdon'), ('Other Opponent', 'Sachin Tendulkar & Sohail Jaffar', 'United Bank Limited Sports Complex , Karachi')]",m_1765007290682_83d21946_11303072-5,
勝利の全サイクルを把握したいです。各年の「オープン 1st VIII」のチャンピオンと、そのチームが優勝するちょうど3年前に達成したU-15レースの総勝利数（「基礎気のレベル」）を教えてください。,"
WITH `U15_Energy_Focus` AS (
  SELECT `Crew` AS `year`, `school`, COUNT(*) AS `wins`
  FROM (
    SELECT `Crew`, `U15 1st IV` AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT `Crew`, `U15 2nd IV` AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT `Crew`, `U15 3rd IV` AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT `Crew`, `U15 4th IV` AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT `Crew`, `U15 5th IV` AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT `Crew`, `U15 6th IV` AS `school` FROM `table_1_11318462_5`
  )
  GROUP BY `year`, `school`
)
SELECT
  T1.`Crew` AS `Manifestation_Year`,
  T1.`Open 1st VIII` AS `Champion_School`,
  COALESCE(T2.`wins`, 0) AS `Foundational_Chi_Level_3_Years_Prior`
FROM `table_1_11318462_5` AS T1
LEFT JOIN `U15_Energy_Focus` AS T2
  ON T1.`Crew` = T2.`year` + 3 AND T1.`Open 1st VIII` = T2.`school`
ORDER BY
  T1.`Crew`;
","
WITH `U15_Energy_Focus` AS (
  SELECT col0 AS `year`, `school`, COUNT(*) AS `wins`
  FROM (
    SELECT col0, col7 AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT col0, col8 AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT col0, col9 AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT col0, col10 AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT col0, col11 AS `school` FROM `table_1_11318462_5`
    UNION ALL
    SELECT col0, col12 AS `school` FROM `table_1_11318462_5`
  )
  GROUP BY `year`, `school`
)
SELECT
  T1.col0 AS `Manifestation_Year`,
  T1.col1 AS `Champion_School`,
  COALESCE(T2.`wins`, 0) AS `Foundational_Chi_Level_3_Years_Prior`
FROM `table_1_11318462_5` AS T1
LEFT JOIN `U15_Energy_Focus` AS T2
  ON T1.col0 = T2.`year` + 3 AND T1.col1 = T2.`school`
ORDER BY
  T1.col0;
","[(1994.0, 'gt', 0), (1995.0, 'bgs', 0), (1996.0, 'gt', 0), (1997.0, 'bgs', 3), (1998.0, 'acgs', 0), (1999.0, 'bgs', 4), (2000.0, 'tss', 1), (2001.0, 'bgs', 1)]",table_1_11318462_5,
勝利の全サイクルを把握したいです。各年の「オープン 1st VIII」のチャンピオンと、そのチームが優勝するちょうど3年前に達成したU-15レースの総勝利数（「基礎気のレベル」）を教えてください。,unanswerable,unanswerable,,m_1765007326204_a31698c5_11318462-5,
