original_text,translation,entities_found,entities,filtered,length_ratio,detected_language,semantic_similarity,back_translation_similarity,combined_similarity,quality_stage,filter_reason
"What is the product type for each group of headstamp ID, primer annulus color being purple, other features being step in bullet jacket, or functional type not matching these criteria, and how many times does each appear?","Her bir baş damgası kimliği grubu için ürün türü nedir, primer annulus rengi mor, diğer özellikler mermi ceketinde adım veya bu kriterlere uymayan işlevsel tür nedir ve her biri kaç kez görünür?",0,,False,0.8818181818181818,tr,0.8572537899017334,0.9544351100921631,0.9155625820159913,semantic_back_pass,
What was Joey Harrington's performance in the year he played the most games and had fewer interceptions than the average?,Joey Harrington'un en çok oyun oynadığı ve ortalama oranından daha az kapışması olduğu yılın performansı neydi?,2,"Joey Harrington's, Joey Harrington",False,0.9173553719008265,tr,0.9503330588340759,0.958591878414154,0.9552883505821228,semantic_back_pass,
"What is the lead role for each character if there is a performance listed for Australia and New Zealand, otherwise what is the lead role from the UK tour?","Avustralya ve Yeni Zelanda için bir performans listelenirse her karakterin başrolü nedir, aksi takdirde İngiltere turnesinden başrolü nedir?",3,"Australia, New Zealand, UK",False,0.9090909090909091,tr,0.9090662002563477,0.922536313533783,0.9171482682228088,semantic_back_pass,
Which episodes have the highest season numbers along with their respective original air dates?,"Hangi bölümlerin, orijinal yayın tarihleri ile birlikte en yüksek sezon numaraları var?",0,,False,0.925531914893617,tr,0.9330905675888062,0.9221848845481873,0.9265471577644349,semantic_back_pass,
What are the average U.S. viewership and the highest U.S. viewership for episodes set in 1540?,1540'da yer alan bölümler için ortalama ABD izleyicileri ve en yüksek ABD izleyicileri ne kadar?,1,U.S.,False,1.0212765957446808,tr,0.9113658666610718,0.9065552949905396,0.9084795236587525,semantic_back_pass,
"For each date, what is the total number of tracks and which genres do they fall under: R&B, Hip-hop, Electronic, Rock, and Pop?","Her tarih için toplam parça sayısı ne kadar ve hangi türlere düşer: R & B, Hip-hop, Elektronik, Rock ve Pop?",1,Rock,False,0.8503937007874016,tr,0.8064069151878357,0.9123892784118652,0.8699963331222533,semantic_back_pass,
"What were the years, divisions, leagues, regular season standings, playoffs achievements, and open cup results for each year in descending order?","Her yıl için yıllar, bölümler, ligler, düzenli sezon sıralamaları, playoff başarılar ve açık kupa sonuçları aşağıdaki sırada neydi?",0,,False,0.903448275862069,tr,0.8960517048835754,0.9211831092834473,0.9111305475234985,semantic_back_pass,
What are the villains associated with each story and how many times does each villain appear?,,0,,True,,,0.6912667751312256,0.6673672795295715,0.6769270777702332,,semantic_back_review
"For episodes airing in October, what are the titles along with their count of airings?",,0,,True,,,0.7720575928688049,0.6472597718238831,0.6971789002418518,,semantic_back_review
Identify the episodes where the writer and storyteller are the same person.,Yazarın ve hikaye anlatıcısının aynı kişi olduğu olayları belirleyin.,0,,False,0.92,tr,0.8215932250022888,0.8504316806793213,0.8388962984085083,semantic_back_pass,
"What are the titles of episodes that had their US air dates starting with February, and how many times did each episode air?",ABD'de Şubat'tan itibaren yayınlanan bölümlerin başlıkları neydi ve her bölüm kaç kez yayınlandı?,1,US,False,0.782258064516129,tr,0.787638783454895,0.6945752501487732,0.731800663471222,semantic_back_pass,
"What are the titles, writers, and villains of episodes where the same writer has directed more than once?","Aynı yazarın birden fazla kez yönettiği bölümlerin başlıkları, yazarları ve kötü adamları nelerdir?",0,,False,0.9428571428571428,tr,0.7968173027038574,0.8986403942108154,0.8579111576080323,semantic_back_pass,
What are the species of iris and their average petal length along with how much each species' average petal length differs from the overall average petal length?,İris türleri ve ortalama petal uzunluğu ne kadar farklı ve her türün ortalama petal uzunluğu genel ortalama petal uzunluğundan ne kadar farklıdır?,1,iris,False,0.906832298136646,tr,0.8353732824325562,0.9827107191085815,0.9237757444381713,semantic_back_pass,
Could you give me the names of the member organizations and the count of how many countries they have represented in the World Organization of the Scout Movement?,Üye kuruluşların isimlerini ve Dünya İzcilik Teşkilatı'nda kaç ülkeyi temsil ettiklerini bana söyleyebilir misiniz?,2,"the World Organization of the Scout Movement, World Organization of the Scout Movement",False,0.7098765432098766,tr,0.6488686203956604,0.9555506706237793,0.8328778505325318,semantic_back_pass,
What is the count of seasons hosted by each network for competitions titled with 'Season' in their names?,Her ağ tarafından kendi isimlerinde 'Mevsim' adı verilen yarışmalar için düzenlenen sezon sayısının sayısı nedir?,1,Season,False,1.0761904761904761,tr,0.8644706606864929,0.9619669914245605,0.9229684591293335,semantic_back_pass,
"Please calculate the total league appearances, cup appearances, league goals, and cup goals grouped by each season?","Lütfen her sezon boyunca toplam lig oyunları, kupa oyunları, lig golları ve kupa gollerini hesaplayın.",0,,False,0.8869565217391304,tr,0.8646671772003174,0.8924145698547363,0.8813156127929687,semantic_back_pass,
"What were the scores, margins, venues, and attendances for seasons where either the margin was greater than ten or the attendance exceeded one hundred thousand?","Toplama oranları, katılımcıların sayısı ontan fazla ya da yüz binin üzerinde olduğu mevsimlerde hangi puanlar, mekanlar ve katılımcıların sayısı neydi?",0,,False,0.94375,tr,0.8358335494995117,0.8178092241287231,0.8250189542770385,semantic_back_pass,
"What are the counties that have more than one milepost mentioned, along with the total number of mileposts and the roads intersected for each county?","Hangi illerde bir milpostundan fazla, her ilçede toplam milpost sayısı ve kesinti yolları ile birlikte adı geçen ilçeler vardır?",0,,False,0.8590604026845637,tr,0.8109932541847229,0.9495920538902283,0.8941525340080261,semantic_back_pass,
What are the average values for each year's data grouped by commodity?,Her yılın mallar gruplandırılmış verilerinin ortalama değerleri nelerdir?,0,,False,1.042857142857143,tr,0.8830534219741821,0.9198096990585327,0.9051071882247925,semantic_back_pass,
"List the institutions that left or joined the conference between 19XX and 20XX, along with their founding years and locations.","19XX ve 20XX arasında konferanstan ayrılmış veya katılan kurumları, kuruluş yılları ve yerleri ile birlikte listelenir.",1,20XX,False,0.9444444444444444,tr,0.8886404037475586,0.943162202835083,0.9213534832000733,semantic_back_pass,
Which teams had outgoing managers replaced on mutual consent and when did they leave and who took over?,"Hangi takımlar, ortak bir anlaşma üzerine görevden çıkmış yöneticileri değiştirmiş ve ne zaman ayrılmış ve kim devralmış?",0,,False,1.174757281553398,tr,0.8675722479820251,0.8835124969482422,0.8771363973617554,semantic_back_pass,
"List the dates, opponents, home/away status, scores, top scorers, top rebounders, and top assist leaders for games in January, February, and March?","Ocak, Şubat ve Mart aylarında oyunlar için tarihleri, rakipleri, ev/kaç durumunu, puanları, en iyi puanlayıcıları, en iyi geri çekicileri ve en iyi yardım liderlerini listeler.",0,,False,1.1972789115646258,tr,0.8267167806625366,0.894623339176178,0.8674607157707215,semantic_back_pass,
"Calculate the total points for each member association that qualifies by having at least one group stage result, zero play-offs, and zero AFC cup victories.","Grup aşamasında en az bir sonuç, sıfır play-off ve sıfır AFC kuboku kazanarak kalifiye olan her üye birliğinin toplam puanlarını hesaplayın.",1,AFC,False,0.8974358974358975,tr,0.8776569962501526,0.9367208480834961,0.9130953073501586,semantic_back_pass,
Which episodes have the maximum season number along with their corresponding series number and original air date?,Hangi bölümlerin maksimum sezon numarası ve ilgili seri numarası ve orijinal yayın tarihi vardır?,0,,False,0.8584070796460177,tr,0.9234956502914429,0.9249571561813354,0.9243725538253784,semantic_back_pass,
What is the average number of seats won by each candidate across all elections?,Tüm seçimlerde her adayın kazandığı ortalama yer sayısı nedir?,0,,False,0.7848101265822784,tr,0.9114500284194946,0.9848079085350037,0.9554647564888001,semantic_back_pass,
"How many players were drafted by each NFL team in the 1988 Cleveland Browns draft, and what was the team with the highest number of drafts?",1988'de Cleveland Browns'ın taslakında her NFL takımı tarafından kaç oyuncu taslaklandı ve en fazla taslak sayısına sahip takım hangisiydi?,2,"NFL, Cleveland Browns",False,1.0,tr,0.9017048478126526,0.978847861289978,0.9479906558990479,semantic_back_pass,
"Which province yields the highest product when the 2004 population estimate is multiplied by its density, and what is this product?",2004 nüfus tahmininin yoğunluğu ile çarpıldığında hangi eyalet en yüksek ürün verir ve bu ürün nedir?,0,,False,0.7709923664122137,tr,0.8542916774749756,0.8371948003768921,0.8440335512161254,semantic_back_pass,
"Calculate the change in U.S. viewers for each episode compared to its immediate successor, excluding the last episode.","Son bölüm hariç, her bölüm için ABD izleyicilerindeki değişimi, hemen ardından gelen bölümle karşılaştırıldığında hesaplayın.",1,U.S.,False,1.0593220338983051,tr,0.8806109428405762,0.9735206365585327,0.9363567590713501,semantic_back_pass,
"Can you provide the count of races and the sum of wins for each unique combination of season, series, and team name?","Sezon, dizi ve takım adı ile ilgili eşsiz bir kombinasyon için yarış sayısını ve kazanımların toplamını belirleyebilir misiniz?",0,,False,1.0948275862068966,tr,0.9309784770011902,0.9469975829124451,0.9405899405479431,semantic_back_pass,
"For each religious group, find the highest population percentage, the lowest growth rate over the period 1991-2001, the overall average sex ratio, the highest literacy rate, if their work participation rate is 40.4%, the average sex ratio in rural areas, the average sex ratio in urban areas, and the average sex ratio among children?","Her dini grup için en yüksek nüfus yüzdesini, 1991-2001 dönemindeki en düşük büyüme oranını, genel ortalama cinsiyet oranını, en yüksek okuma yazma oranını, eğer iş katılım oranları %40,4 ise, kırsal alanlarda ortalama cinsiyet oranını, şehirlerde ortalama cinsiyet oranını ve çocukların ortalama cinsiyet oranını bul.",0,,False,0.9520958083832335,tr,0.8797615170478821,0.9640225768089294,0.9303181529045106,semantic_back_pass,
What is the average U.S. viewership and the highest U.S. viewership for each season episode number from 1 to 10?,Her sezon için ortalama ABD izleyicileri ve en yüksek ABD izleyicileri 1 ila 10 arasında ne kadar?,1,U.S.,False,0.875,tr,0.9172234535217285,0.9146049618721008,0.9156523585319519,semantic_back_pass,
Calculate the change in U.S. viewership for each season episode after the first one relative to the episode before it.,"İlk bölümden sonra her sezon için ABD izleyicilerinin değişimini, önceki bölüm ile karşılaştırıldığında hesaplayın.",1,U.S.,False,0.9745762711864406,tr,0.9488049149513245,0.98354572057724,0.9696493983268738,semantic_back_pass,
What are the average and maximum U.S. viewership ratings for each series?,Her dizinin ortalama ve maksimum ABD izleyicileri oranları ne?,1,U.S.,False,0.8493150684931506,tr,0.9138506650924683,0.940444827079773,0.929807162284851,semantic_back_pass,
"What are the title, original air date, and U.S. viewers (in millions) for the highest-rated and lowest-rated episodes?","En yüksek ve en düşük derecelendirilen bölümlerin başlığı, orijinal yayın tarihi ve ABD izleyicileri (milyonlarca) nedir?",1,U.S.,False,1.0254237288135593,tr,0.7668103575706482,0.8991345763206482,0.8462048888206481,semantic_back_pass,
"For each unique combination of season, series, and team name, what was the maximum number of wins and the minimum number of points?","Her sezon, dizi ve takım adı için en fazla kazanma ve en az puan sayısı neydi?",0,,False,0.5954198473282443,tr,0.8579164147377014,0.8601776361465454,0.8592731475830078,semantic_back_pass,
How many unique challenges did each winning candidate pass successfully?,,0,,True,,,0.7865997552871704,0.6642086505889893,0.7131650924682618,,semantic_back_review
Find the average result for every film that received a nomination.,Nümnatif alan her film için ortalama sonuçları bul.,0,,False,0.7727272727272727,tr,0.8846006989479065,0.9393291473388672,0.9174377679824829,semantic_back_pass,
Which CFL team had the most players selected in the third round of the draft?,Draft'ın üçüncü turunda en çok oyuncu seçilen CFL takımı hangisiydi?,1,CFL,False,0.8831168831168831,tr,0.9517797231674194,0.9510241150856018,0.9513263583183289,semantic_back_pass,
"What are the pick numbers, CFL teams, players, positions, and colleges for the top eight picks in the 2006 CFL draft's fourth round?","2006 CFL taslakının dördüncü turunda ilk sekiz seçeneğin seçme sayıları, CFL takımları, oyuncuları, pozisyonları ve kolejleri nelerdir?",1,CFL,False,1.0227272727272727,tr,0.9031675457954407,0.9869157075881958,0.9534164428710937,semantic_back_pass,
"Which teams selected players in the first, second, and third highest draft picks of round five?",Beşinci turda en yüksek seçimde hangi takımlar oyuncuyu seçti?,0,,False,0.6526315789473685,tr,0.8613175749778748,0.8979395031929016,0.8832907319068909,semantic_back_pass,
"What is the count of railbuses for each unique combination of builder and region, and what is the sum of the number of railbuses built?",İnşaatçı ve bölge arasındaki her benzersiz kombinasyon için tren otobüslerinin sayısı ne kadar ve inşa edilen tren otobüslerinin sayısı toplamı ne kadar?,0,,False,1.1333333333333333,tr,0.8642458915710449,0.919504702091217,0.8974011778831482,semantic_back_pass,
"Could you provide me with the top five sport leagues ranked by total attendance, including their league name, sport type, country, season, and total number of attendees?","Top beş spor liginin toplam katılımcı sayısı, ligin adı, spor türü, ülke, sezon ve toplam katılımcı sayısı dahil olmak üzere sıralanmasını sağlayabilir misiniz?",0,,False,0.9467455621301775,tr,0.8686725497245789,0.8947150707244873,0.8842980623245239,semantic_back_pass,
Determine the model with the greatest frequency and provide its count.,En yüksek frekanslı model belirleyin ve sayısını belirtin.,0,,False,0.8285714285714286,tr,0.9164472818374634,0.9150481224060059,0.915607786178589,semantic_back_pass,
Please list the titles of the episodes and their associated average and maximum U.S. viewership figures.,Lütfen bölümlerin başlıklarını ve ilgili ortalama ve maksimum ABD izleyicileri rakamlarını listede bulun.,1,U.S.,False,1.0096153846153846,tr,0.8239989876747131,0.9837849736213684,0.9198705792427062,semantic_back_pass,
What are the orbital periods and radial velocities of the planets that can be detected by second-generation spectrographs?,İkinci nesil spektrograflar tarafından tespit edilebilecek gezegenlerin yörüngel dönemleri ve radyal hızları nelerdir?,0,,False,0.9672131147540983,tr,0.9261013865470886,0.9899388551712036,0.9644038677215576,semantic_back_pass,
"What premiere date, peak rating, average rating, and Hong Kong viewership did the drama series with the highest viewership have?","En çok izlenen drama dizisinin ilk gösterisi ne zaman, en yüksek puanı, ortalama puanı ve Hong Kong izleyicileri neydi?",1,Hong Kong,False,0.9296875,tr,0.926904022693634,0.9011338949203491,0.911441946029663,semantic_back_pass,
"Which director led the way in directing the most episodes during season 2 of Melrose Place, and what was the total number of episodes they directed?",Melrose Place'in 2. sezonunda en çok bölüm yöneten yönetmen hangisiydi ve yönettiği bölümlerin toplam sayısı neydi?,1,Melrose Place,False,0.777027027027027,tr,0.9687781929969788,0.9561931490898132,0.9612271666526795,semantic_back_pass,
What is the count of each production code used in the entire series of episodes?,Tüm bölümlerdeki her üretim kodunun sayısı nedir?,0,,False,0.6125,tr,0.7806381583213806,0.7249268889427185,0.7472113966941833,semantic_back_pass,
"Which episode has the highest count in season 4, from episodes 1 to 28, when sorted in descending order of frequency?","4. sezonun en yüksek sayısı hangi bölümde, 1 ila 28 bölümden, frekansları düşen sırada sıralanınca?",0,,False,0.8461538461538461,tr,0.8944214582443237,0.9003179669380188,0.8979593634605408,semantic_back_pass,
Which player had the most appearances when grouped by their college and ordered by the count of appearances in descending order?,"Hangi oyuncu, üniversitelerinin gruplandırılması ve aşağıdaki sırada gösterilerin sayısına göre sıralama yapıldığı zaman en çok göründü?",0,,False,1.0625,tr,0.8835868239402771,0.7825684547424316,0.8229758024215699,semantic_back_pass,
What is the total number of players from each college who were picked between pick number 45 and 52?,Her kolejden 45 ve 52 numara arasında seçilen oyuncuların toplam sayısı nedir?,0,,False,0.78,tr,0.9507961273193359,0.9445862770080566,0.9470702171325683,semantic_back_pass,
"For each round, find the total number of choices, the average weight of quarterbacks, and the maximum height of wide receivers across rounds.","Her tur için toplam seçim sayısını, quarterbacklerin ortalama ağırlığını ve turlar boyunca geniş alıcıların maksimum yüksekliğini bul.",0,,False,0.950354609929078,tr,0.8566295504570007,0.9685952663421631,0.9238089799880982,semantic_back_pass,
"Which college did the most players selected between the 27th and 34th positions attend, and how many players were there?",27. ve 34. pozisyonlar arasında en çok seçilen oyuncu hangi üniversiteye katıldı ve kaç oyuncu vardı?,0,,False,0.8416666666666667,tr,0.9545431137084961,0.933438777923584,0.9418805122375489,semantic_back_pass,
"What are the titles, release dates, and Oricon ranks for the top three singles by Yuki Uchida?","Yuki Uchida'nın ilk üç teklifin başlıkları, yayın tarihleri ve Oricon sıralamaları nelerdir?",2,"Oricon, Yuki Uchida",False,0.9787234042553191,tr,0.8590498566627502,0.8609668016433716,0.860200023651123,semantic_back_pass,
List the location and the maximum opening hour for each day from Monday to Sunday.,Pazartesi ile Pazar arasında her gün yapılacak işlerin yeri ve en fazla saatini listelen.,0,,False,1.0853658536585367,tr,0.783898651599884,0.8121596574783325,0.8008552551269532,semantic_back_pass,
"For each district listed, could you provide the area in square kilometers, the number of settlements, and the half of the population from the 2010 census?","Her bölge için, 2010 nüfus sayımından alanı kare kilometre, yerleşimlerin sayısı ve nüfusun yarısını belirleyebilir misiniz?",0,,False,0.8051948051948052,tr,0.8754018545150757,0.886329174041748,0.8819582462310791,semantic_back_pass,
Determine the director with the maximum number of episodes directed and give the episode count.,,0,,True,,,0.8494842052459717,0.5768536329269409,0.6859058618545533,,semantic_back_review
"Please give me the pilot car numbers, colors, and the total number of productions grouped by each unique combination of pilot car number and color.","Lütfen bana pilot aracının numaralarını, renklerini ve her pilot aracının numara ve renk kombinasyonuna göre gruplandırılmış toplam üretim sayısını verin.",0,,False,1.0476190476190477,tr,0.883247971534729,0.9224672317504883,0.9067795276641846,semantic_back_pass,
"What were the start and end dates of the interregnum, how many days did each interregnum last, and the names of the counts palatine of saxony and rhine for each listed period?","Bir dönem arasındaki tarihlerin başlangıcı ve sonu neydi, her dönem kaç gün sürdü ve her dönem için saxon ve rhine sayımlarının isimleri nelerdir?",0,,False,0.8342857142857143,tr,0.7819656729698181,0.7960465550422668,0.7904142022132874,semantic_back_pass,
"What are the show titles, their average U.S. viewership, and the total number of episodes for March, April, or May airings?","Programın başlıkları, ortalama ABD izleyicileri ve Mart, Nisan veya Mayıs için gösterilen bölümlerin toplam sayısı nedir?",1,U.S.,False,0.983739837398374,tr,0.8676639199256897,0.9317018389701843,0.9060866713523864,semantic_back_pass,
"What are the titles of episodes along with their counts and average U.S. viewers per episode, sorted by the average number of viewers in descending order?","Bölümlerin başlıkları ve sayıları ve her bölüm için ortalama ABD izleyicileri, aşağıya düşen sırada izleyicilerin ortalama sayısına göre sıralamalar nedir?",1,U.S.,False,1.0064935064935066,tr,0.8574334383010864,0.8837428092956543,0.8732190608978272,semantic_back_pass,
"Calculate the cumulative sum of league goals Tony Currie scored in each season where he had at least one league appearance, disregarding seasons without league appearances.","Tony Currie'nin ligde en az bir maç yaptığı her sezonda, ligde görünmeyen sezonları göz ardı ederek, toplu gol toplamı hesaplayın.",1,Tony Currie,False,0.7558139534883721,tr,0.9218374490737915,0.8957133889198303,0.9061630129814148,semantic_back_pass,
"Which cities hosted regional auditions for American Idol, and what is the average count of Golden Tickets issued during their respective callback periods?",American Idol için bölgesel seçmeler hangi şehirlerde düzenlendi ve her bir çağrı dönemi boyunca verilen Altın Biletilerin ortalama sayısı nedir?,2,"American Idol, Golden Tickets",False,0.9415584415584416,tr,0.9239902496337891,0.9392145276069641,0.9331248164176942,semantic_back_pass,
