original_text,translation,entities_found,entities,filtered,length_ratio,detected_language,semantic_similarity,back_translation_similarity,combined_similarity,quality_stage,filter_reason
Which director has directed the most episodes and what is the total count of episodes they directed?,Какой режиссер режиссировал больше всего эпизодов и сколько их было?,0,,False,0.68,ru,0.9320829510688782,0.9635303616523743,0.9509513974189758,semantic_back_pass,
"Which films were nominated only once and won an award, including their original titles?","Какие фильмы были номинированы только один раз и получили награду, включая их оригинальные названия?",0,,False,1.1494252873563218,ru,0.9719546437263489,0.9875020384788513,0.9812830805778503,semantic_back_pass,
"Could you list the operational periods, primary methods of mass killings, and the total number of estimated deaths for camps that had more than 100,000 estimated deaths?","Можете ли вы перечислить периоды операции, основные методы массовых убийств и общее число предполагаемых смертей в лагерях, где было более 100 000 смертей?",0,,False,0.9171597633136095,ru,0.9719186425209045,0.9715054035186768,0.9716706991195678,semantic_back_pass,
Find the round and overall pick number for the quarterback selected in the highest overall position across all rounds.,"Найдите число раундов и общего выбора для квотербека, выбранного на самой высокой общей позиции во всех раундах.",0,,False,0.9491525423728814,ru,0.7381448149681091,0.9813490509986877,0.8840673565864563,semantic_back_pass,
"What positions, colleges, and number of players were chosen between the 200th and 300th overall picks?","Какие позиции, колледжи и количество игроков были выбраны между 200 и 300-м общего выборами?",1,300th,False,0.9019607843137255,ru,0.898478627204895,0.9895035028457642,0.9530935525894165,semantic_back_pass,
"List the dates, opponents, and results of the games where the Minnesota Vikings had a record of 6-2 or 7-2, including both the Vikings' score and the opponents' score.","Перечислите даты, соперников и результаты игр, в которых Миннесота Вайкингс имела рекорд 6-2 или 7-2, включая как результат Викинги, так и результат соперников.",4,"the Minnesota Vikings, Vikings, Minnesota Vikings, Vikings'",False,0.9580838323353293,ru,0.8456540703773499,0.9875578880310059,0.9307963609695434,semantic_back_pass,
"What is the product type for each group of headstamp ID, primer annulus color being purple, other features being step in bullet jacket, or functional type not matching these criteria, and how many times does each appear?","Какой тип продукта для каждой группы идентификаторов головных знаков, цвет первичного аннуля - фиолетовый, другие функции - шаг в пулевую куртку или функциональный тип, не соответствующий этим критериям, и сколько раз каждый из них появляется?",0,,False,1.1045454545454545,ru,0.8700587749481201,0.7732808589935303,0.8119920253753663,semantic_back_pass,
What was Joey Harrington's performance in the year he played the most games and had fewer interceptions than the average?,"Какой был показатель Джоуи Харрингтона в году, когда он играл больше всего и имел меньше перехваток, чем в среднем?",2,"Joey Harrington's, Joey Harrington",False,0.9504132231404959,ru,0.8379561901092529,0.9497982263565063,0.905061411857605,semantic_back_pass,
"What is the lead role for each character if there is a performance listed for Australia and New Zealand, otherwise what is the lead role from the UK tour?","Какая роль будет играть каждый персонаж, если будет представлено выступление в Австралии и Новой Зеландии, а в противном случае какая роль будет играть главный герой турне по Великобритании?",3,"Australia, New Zealand, UK",False,1.2337662337662338,ru,0.8972760438919067,0.8803515434265137,0.8871213436126708,semantic_back_pass,
Which episodes have the highest season numbers along with their respective original air dates?,Какие эпизоды имеют самые высокие номера сезонов вместе с их соответствующими первоначальными датами эфирного эпизода?,0,,False,1.2553191489361701,ru,0.9430513381958008,0.9614109396934509,0.9540670990943909,semantic_back_pass,
What are the average U.S. viewership and the highest U.S. viewership for episodes set in 1540?,"Какие средние американские зрители и самые высокие американские зрители для эпизодов, установленных в 1540 году?",1,U.S.,False,1.1914893617021276,ru,0.9247549176216125,0.912528932094574,0.9174193263053894,semantic_back_pass,
"For each date, what is the total number of tracks and which genres do they fall under: R&B, Hip-hop, Electronic, Rock, and Pop?","Какой для каждой даты общей численностью треков и под какие жанры они входят: R&B, Hip-hop, Electronic, Rock и Pop?",1,Rock,False,0.905511811023622,ru,0.9540421962738037,0.9797846078872681,0.9694876432418823,semantic_back_pass,
"What were the years, divisions, leagues, regular season standings, playoffs achievements, and open cup results for each year in descending order?","Какие были годы, дивизии, лиги, регулярные рейтинги сезона, достижения плей-офф и результаты открытого кубка за каждый год в порядке, снижающемся?",0,,False,1.006896551724138,ru,0.9033229947090149,0.923246443271637,0.9152770638465881,semantic_back_pass,
What are the villains associated with each story and how many times does each villain appear?,Какие злодеи связаны с каждой историей и сколько раз каждый злодей появляется?,0,,False,0.8387096774193549,ru,0.7792723178863525,0.9818635582923889,0.9008270621299743,semantic_back_pass,
"For episodes airing in October, what are the titles along with their count of airings?","Что за названия эпизодов, которые будут транслироваться в октябре, и их количество трансляций?",0,,False,1.0930232558139534,ru,0.8978628516197205,0.8944913744926453,0.8958399653434754,semantic_back_pass,
Identify the episodes where the writer and storyteller are the same person.,"Опишите, в каких случаях автор и рассказчик - один и тот же человек.",0,,False,0.9066666666666666,ru,0.7830472588539124,0.7349885702133179,0.7542120456695557,semantic_back_pass,
"What are the titles of episodes that had their US air dates starting with February, and how many times did each episode air?","Какие названия эпизодов, которые были запущены в США в феврале, и сколько раз каждый эпизод транслировался?",1,US,False,0.8629032258064516,ru,0.9122831225395203,0.9187620282173157,0.9161704659461976,semantic_back_pass,
"What are the titles, writers, and villains of episodes where the same writer has directed more than once?","Какие названия, сценаристы и злодеи есть в эпизодах, где один и тот же сценарист снимался не раз?",0,,False,0.9238095238095239,ru,0.8998706340789795,0.9164267182350159,0.9098042845726013,semantic_back_pass,
What are the species of iris and their average petal length along with how much each species' average petal length differs from the overall average petal length?,,1,iris,True,,,0.6520249247550964,0.7274794578552246,0.6972976446151733,,semantic_back_review
Could you give me the names of the member organizations and the count of how many countries they have represented in the World Organization of the Scout Movement?,"Можете ли вы назвать имена организаций-членов и подсчет количества стран, которые они представляли в Всемирной организации скаутского движения?",2,"the World Organization of the Scout Movement, World Organization of the Scout Movement",False,0.8827160493827161,ru,0.8435112833976746,0.9748326539993286,0.922304105758667,semantic_back_pass,
What is the count of seasons hosted by each network for competitions titled with 'Season' in their names?,"Какой показатель времени года проводится каждой сетью соревнований, которые называются ""Времена года"" в их названиях?",1,Season,False,1.1142857142857143,ru,0.8129590153694153,0.7987260222434998,0.804419219493866,semantic_back_pass,
"Please calculate the total league appearances, cup appearances, league goals, and cup goals grouped by each season?","Пожалуйста, вычислите общее количество матчей в лиге, кубках, голов в лиге и в кубках по каждому сезону.",0,,False,0.9043478260869565,ru,0.8377940654754639,0.859210193157196,0.8506437420845032,semantic_back_pass,
"What were the scores, margins, venues, and attendances for seasons where either the margin was greater than ten or the attendance exceeded one hundred thousand?","Какие были показатели, показатели, места и посещаемость в сезоны, когда количество присутствующих было больше десяти или превышало сто тысяч?",0,,False,0.88125,ru,0.8790791630744934,0.8662981986999512,0.871410584449768,semantic_back_pass,
"What are the counties that have more than one milepost mentioned, along with the total number of mileposts and the roads intersected for each county?","Какие графства имеют более одного упомянутого мильстота, а также общее количество мильстотов и пересекающихся дорог для каждого графства?",0,,False,0.9194630872483222,ru,0.8401534557342529,0.892923891544342,0.8718157172203064,semantic_back_pass,
What are the average values for each year's data grouped by commodity?,"Какие средние значения для данных каждого года, сгруппированные по товарам?",0,,False,1.0714285714285714,ru,0.9098557829856873,0.9970593452453613,0.9621779203414917,semantic_back_pass,
"List the institutions that left or joined the conference between 19XX and 20XX, along with their founding years and locations.","Перечислите учреждения, которые покинули или присоединились к конференции в период с 19XX по 20XX, вместе с годами их основания и местами.",1,20XX,False,1.0952380952380953,ru,0.9499747157096863,1.0,0.9799898862838745,semantic_back_pass,
Which teams had outgoing managers replaced on mutual consent and when did they leave and who took over?,Какие команды сменили выходящих менеджеров по взаимному согласию и когда они ушли и кто взял на себя ответственность?,0,,False,1.1359223300970873,ru,0.9333106279373169,0.9703785181045532,0.9555513620376588,semantic_back_pass,
"List the dates, opponents, home/away status, scores, top scorers, top rebounders, and top assist leaders for games in January, February, and March?","Перечислите даты, соперников, состояние дома/отдачи, баллы, лучших бомбардировщиков, лучших ребондёров и лучших лидеров-помощников для игр в январе, феврале и марте.",0,,False,1.1224489795918366,ru,0.8508148789405823,0.8895613551139832,0.8740627646446227,semantic_back_pass,
"Calculate the total points for each member association that qualifies by having at least one group stage result, zero play-offs, and zero AFC cup victories.","Расчет общей суммы очков для каждого членского объединения, которое квалифицируется, имея по крайней мере один результат группового этапа, нулевые плей-офф и нулевые победы в кубке АФК.",1,AFC,False,1.185897435897436,ru,0.9448620676994324,0.9660281538963318,0.957561719417572,semantic_back_pass,
Which episodes have the maximum season number along with their corresponding series number and original air date?,Какие эпизоды имеют максимальный номер сезона вместе с соответствующим номером сериала и первоначальной датой эфирного эпизода?,0,,False,1.1238938053097345,ru,0.9488903880119324,0.9745163917541504,0.9642659902572632,semantic_back_pass,
What is the average number of seats won by each candidate across all elections?,"Какой средний количество мест, выигравших каждый кандидат на всех выборах?",0,,False,0.9367088607594937,ru,0.9381887316703796,0.9817522168159485,0.964326822757721,semantic_back_pass,
"How many players were drafted by each NFL team in the 1988 Cleveland Browns draft, and what was the team with the highest number of drafts?","Сколько игроков было отобрано каждой командой НФЛ в 1988 году Кливленд Браунс, и какая команда имела наибольшее количество проектов?",2,"NFL, Cleveland Browns",False,0.9496402877697842,ru,0.8143193125724792,0.934539258480072,0.8864512801170349,semantic_back_pass,
"Which province yields the highest product when the 2004 population estimate is multiplied by its density, and what is this product?","Какая провинция приносит наибольший продукт, когда оценка населения 2004 года умножается на плотность, и что такое этот продукт?",0,,False,0.9770992366412213,ru,0.9608213305473328,0.9463311433792114,0.95212721824646,semantic_back_pass,
"Calculate the change in U.S. viewers for each episode compared to its immediate successor, excluding the last episode.","Расчет изменения в американских зрителях для каждого эпизода по сравнению с его непосредственным преемником, за исключением последнего эпизода.",1,U.S.,False,1.2118644067796611,ru,0.8532932996749878,0.9610251784324646,0.9179324269294739,semantic_back_pass,
"Can you provide the count of races and the sum of wins for each unique combination of season, series, and team name?","Можете ли вы указать количество гонок и сумму побед для каждой уникальной комбинации сезона, серии и названия команды?",0,,False,1.0172413793103448,ru,0.9453630447387695,0.9645008444786072,0.9568457245826721,semantic_back_pass,
"For each religious group, find the highest population percentage, the lowest growth rate over the period 1991-2001, the overall average sex ratio, the highest literacy rate, if their work participation rate is 40.4%, the average sex ratio in rural areas, the average sex ratio in urban areas, and the average sex ratio among children?","Для каждой религиозной группы найдите наиболее высокий процент населения, наименьший темп роста за период с 1991 по 2001 год, общее среднее половое соотношение, наивысший уровень грамотности, если их уровень участия в работе составляет 40,4%, среднее половое соотношение в сельских районах, среднее половое соотношение в городских районах и среднее половое соотношение среди детей?",0,,False,1.1407185628742516,ru,0.9435036778450012,0.922825813293457,0.9310969591140746,semantic_back_pass,
What is the average U.S. viewership and the highest U.S. viewership for each season episode number from 1 to 10?,Какой средний показатель зрителей в США и самый высокий показатель зрителей в США за каждый сезон от 1 до 10 эпизодов?,1,U.S.,False,1.0535714285714286,ru,0.9470902681350708,0.964836597442627,0.9577380657196044,semantic_back_pass,
Calculate the change in U.S. viewership for each season episode after the first one relative to the episode before it.,Расчет изменения в количестве зрителей в США за каждый эпизод после первого сезона относительно предыдущего эпизода.,1,U.S.,False,0.9830508474576272,ru,0.9123908877372742,0.9758007526397705,0.9504368066787721,semantic_back_pass,
What are the average and maximum U.S. viewership ratings for each series?,Какие средние и максимальные рейтинги зрителей в США для каждого сериала?,1,U.S.,False,1.0,ru,0.943117082118988,0.8681244254112244,0.8981214880943298,semantic_back_pass,
"What are the title, original air date, and U.S. viewers (in millions) for the highest-rated and lowest-rated episodes?","Какой название, дата трансляции и количество зрителей в США (в миллионах) за самые высокооцененные и самые низкооцененные эпизоды?",1,U.S.,False,1.1016949152542372,ru,0.8816717267036438,0.9015120267868042,0.89357590675354,semantic_back_pass,
"For each unique combination of season, series, and team name, what was the maximum number of wins and the minimum number of points?","Каждый сезон, сериал и название команды, сколько было максимального и минимального количества очков?",0,,False,0.7633587786259542,ru,0.8769585490226746,0.8732074499130249,0.8747078895568847,semantic_back_pass,
How many unique challenges did each winning candidate pass successfully?,Сколько уникальных задач каждый победитель успешно преодолел?,0,,False,0.8472222222222222,ru,0.8696251511573792,0.8909888863563538,0.8824433922767638,semantic_back_pass,
Find the average result for every film that received a nomination.,"Найдите средний результат для каждого фильма, который получил номинацию.",0,,False,1.0909090909090908,ru,0.951703667640686,0.9613929986953735,0.9575172662734985,semantic_back_pass,
Which CFL team had the most players selected in the third round of the draft?,"Какая команда CFL имела больше всех игроков, отобранных в третьем раунде драфта?",1,CFL,False,1.0389610389610389,ru,0.8746852278709412,0.9507567286491394,0.9203281283378602,semantic_back_pass,
"What are the pick numbers, CFL teams, players, positions, and colleges for the top eight picks in the 2006 CFL draft's fourth round?","Каковы выборы, команды, игроки, позиции и колледжи для восьми лучших выборов в четвертом раунде драфта 2006 года?",1,CFL,False,0.8560606060606061,ru,0.63736492395401,0.8139347434043884,0.7433068156242371,semantic_back_pass,
"Which teams selected players in the first, second, and third highest draft picks of round five?","Какие команды выбрали игроков в первом, втором и третьем выборах в пятом раунде?",0,,False,0.8421052631578947,ru,0.8654541373252869,0.8852384090423584,0.8773247003555298,semantic_back_pass,
"What is the count of railbuses for each unique combination of builder and region, and what is the sum of the number of railbuses built?",Какова численность железнодорожных автобусов для каждой уникальной комбинации строителя и региона и какова сумма количества построенных железнодорожных автобусов?,0,,False,1.2,ru,0.9014915823936462,0.9262276887893677,0.9163332462310791,semantic_back_pass,
"Could you provide me with the top five sport leagues ranked by total attendance, including their league name, sport type, country, season, and total number of attendees?","Можете ли вы дать мне пять лучших спортивных лиг, которые оцениваются по количеству участников, включая название лиги, тип спорта, страну, сезон и общее количество участников?",0,,False,1.0355029585798816,ru,0.886859118938446,0.8900349736213684,0.8887646317481995,semantic_back_pass,
Determine the model with the greatest frequency and provide its count.,Определите модель с наибольшей частотой и приведите ее количество.,0,,False,0.9428571428571428,ru,0.9228848814964294,0.9600924849510193,0.9452094435691833,semantic_back_pass,
Please list the titles of the episodes and their associated average and maximum U.S. viewership figures.,"Пожалуйста, перечислите названия эпизодов и связанные с ними средние и максимальные показатели зрителей в США.",1,U.S.,False,1.0576923076923077,ru,0.9192149639129639,0.8997137546539307,0.9075142383575439,semantic_back_pass,
What are the orbital periods and radial velocities of the planets that can be detected by second-generation spectrographs?,Какие орбитальные периоды и радиальные скорости планет могут быть обнаружены спектрограммами второго поколения?,0,,False,0.9098360655737705,ru,0.9380471110343933,0.9742987751960754,0.9597981095314025,semantic_back_pass,
"What premiere date, peak rating, average rating, and Hong Kong viewership did the drama series with the highest viewership have?","Какой день премьеры, пик рейтинга, средний рейтинг и количество зрителей в Гонконге имел драматический сериал с самым высоким количеством зрителей?",1,Hong Kong,False,1.1484375,ru,0.927312970161438,0.9603660106658936,0.9471447944641113,semantic_back_pass,
"Which director led the way in directing the most episodes during season 2 of Melrose Place, and what was the total number of episodes they directed?","Какой режиссер возглавил путь в режиссере большинства эпизодов во время 2-го сезона Мелроуз-Плейс (телесериал, 1992), и сколько всего эпизодов они режиссировали?",1,Melrose Place,False,1.087837837837838,ru,0.8713456392288208,0.9624875783920288,0.9260308027267456,semantic_back_pass,
What is the count of each production code used in the entire series of episodes?,"Какой номер каждого кода, используемого в серии эпизодов?",0,,False,0.7125,ru,0.909407377243042,0.7942101955413818,0.8402890682220459,semantic_back_pass,
"Which episode has the highest count in season 4, from episodes 1 to 28, when sorted in descending order of frequency?","Какой эпизод имеет наибольшее количество в сезоне 4, от эпизодов 1 до 28, если сортировать в нисходящем порядке частоты?",0,,False,1.0256410256410255,ru,0.9619061946868896,0.9637340307235718,0.963002896308899,semantic_back_pass,
Which player had the most appearances when grouped by their college and ordered by the count of appearances in descending order?,"Какой игрок имел больше всего появлений, когда группируется по своему колледже и упорядочен по количеству появлений в порядке, которое снижается?",0,,False,1.1328125,ru,0.8601996302604675,0.9338095188140869,0.9043655633926392,semantic_back_pass,
What is the total number of players from each college who were picked between pick number 45 and 52?,"Сколько игроков из каждого колледжа, которые были выбраны между выбором 45 и 52?",0,,False,0.8,ru,0.939761757850647,0.9656539559364319,0.9552970767021179,semantic_back_pass,
"For each round, find the total number of choices, the average weight of quarterbacks, and the maximum height of wide receivers across rounds.","Для каждого раунда найдите общее количество выборов, средний вес квотербеков и максимальный рост широких приемников по раундам.",0,,False,0.900709219858156,ru,0.6331974267959595,0.8799383640289307,0.7812419891357422,semantic_back_pass,
"Which college did the most players selected between the 27th and 34th positions attend, and how many players were there?","В каком колледже было больше игроков, выбранных между 27-й и 34-й позициями, и сколько там было игроков?",0,,False,0.8666666666666667,ru,0.9430952072143555,0.9639998078346252,0.9556379675865173,semantic_back_pass,
"What are the titles, release dates, and Oricon ranks for the top three singles by Yuki Uchida?","Какие названия, даты выхода и рейтинг Oricon в топ-3 синглов Утида, Юки?",2,"Oricon, Yuki Uchida",False,0.7659574468085106,ru,0.8960092067718506,0.9030596017837524,0.9002394437789917,semantic_back_pass,
List the location and the maximum opening hour for each day from Monday to Sunday.,Напишите место и максимальное время работы в день с понедельника по воскресенье.,0,,False,0.975609756097561,ru,0.8053038120269775,0.7570134997367859,0.7763296246528626,semantic_back_pass,
"For each district listed, could you provide the area in square kilometers, the number of settlements, and the half of the population from the 2010 census?","Для каждого из перечисленных районов можно ли указать площадь в квадратных километрах, количество населенных пунктов и половину населения по переписи 2010 года?",0,,False,1.0389610389610389,ru,0.9118013381958008,0.9016152024269104,0.9056896567344666,semantic_back_pass,
Determine the director with the maximum number of episodes directed and give the episode count.,"Определите режиссера с максимальным количеством эпизодов, направленных, и дайте количество эпизодов.",0,,False,1.0526315789473684,ru,0.9276620149612427,0.9763319492340088,0.9568639755249023,semantic_back_pass,
"Please give me the pilot car numbers, colors, and the total number of productions grouped by each unique combination of pilot car number and color.","Пожалуйста, дайте мне номера пилотных машин, цвета, и общее количество производств, группированных по каждой уникальной комбинации номера пилотных машин и цвета.",0,,False,1.0952380952380953,ru,0.9132388830184937,0.8656347990036011,0.8846764326095581,semantic_back_pass,
"What were the start and end dates of the interregnum, how many days did each interregnum last, and the names of the counts palatine of saxony and rhine for each listed period?","Какие были даты начала и окончания межправительства, сколько дней длилось каждое межправительство, а также имена графств палатина саксонии и рина для каждого перечисленного периода?",0,,False,1.0342857142857143,ru,0.7832619547843933,0.7561859488487244,0.7670163512229919,semantic_back_pass,
"What are the show titles, their average U.S. viewership, and the total number of episodes for March, April, or May airings?","Какие названия шоу, средняя просмотровская популярность в США и общее количество эпизодов на март, апрель или май?",1,U.S.,False,0.926829268292683,ru,0.93867427110672,0.977494478225708,0.9619663953781128,semantic_back_pass,
"What are the titles of episodes along with their counts and average U.S. viewers per episode, sorted by the average number of viewers in descending order?","Какие названия эпизодов, а также их количество и средний показатель зрителей в США на эпизод, сортированный по среднестатистическому количеству зрителей в порядке снижения?",1,U.S.,False,1.1168831168831168,ru,0.9152049422264099,0.9472591876983643,0.9344374895095825,semantic_back_pass,
"Calculate the cumulative sum of league goals Tony Currie scored in each season where he had at least one league appearance, disregarding seasons without league appearances.","Расчитать сумму голлов Тони Керри в лиге в каждом сезоне, когда он по крайней мере один лиг, не считая сезонов без лиг.",1,Tony Currie,False,0.6918604651162791,ru,0.7073232531547546,0.7515056729316711,0.7338327050209046,semantic_back_pass,
"Which cities hosted regional auditions for American Idol, and what is the average count of Golden Tickets issued during their respective callback periods?",В каких городах проходили региональные прослушивания для American Idol и сколько золотых билетов выпускалось в течение соответствующих периодов обратного вызова?,2,"American Idol, Golden Tickets",False,1.0454545454545454,ru,0.9227670431137085,0.9443742632865906,0.9357313752174378,semantic_back_pass,
"List the city of license/market, station name, channel TV (DT), year of affiliation, and owned since date for stations that start with KFS, KF, or KFT?","Перечислить город лицензии/рынок, название станции, канал ТВ (DT), год присоединения и принадлежащий с даты для станций, начинающихся с КФС, KF или KFT?",3,"KFS, KF, KFT",False,1.0066225165562914,ru,0.9037482142448425,0.9591401219367981,0.9369833588600158,semantic_back_pass,
"What is the season when the team that won the MLS Cup also had the highest total points, and the team that came in last in the MLS Cup also had the lowest total points?","В каком сезоне команда, выигравшая Кубок MLS, также имела наибольшее количество очков, а команда, занявшая последний в Кубок MLS, также имела наименьшие общие очки?",1,MLS Cup,False,0.9761904761904762,ru,0.8473302125930786,0.9101477861404419,0.8850207567214966,semantic_back_pass,
"List the trim levels along with their corresponding engines and transmissions that have power output and torque values that include 'hp' and 'N·m' respectively, listed in ascending order of trim level.","Перечислить уровни отделки вместе с соответствующими двигателями и трансмиссиями, имеющими значения мощности и крутящего момента, включающие соответственно ""hp"" и ""N·m"", перечисленные в подъемном порядке уровня отделки.",0,,False,1.0895522388059702,ru,0.8313225507736206,0.8344190716743469,0.8331804633140565,semantic_back_pass,
"What are the peak ratings for each drama series, listed from the highest to the lowest?","Какие самые высокие рейтинги для каждого драматического сериала, перечисленные от самого высокого до самого низкого?",0,,False,1.3333333333333333,ru,0.9257940053939819,0.9817389249801636,0.9593609571456909,semantic_back_pass,
